"id","unidade_superior_id","unidade_adm_id","data_solicitacao","descricao","nome","produto_id","abrangencia","acesso","numero_sei","data_prototipo","link_prototipo","data_desenv","link_desenv","data_homolog","data_prod","status_id","progresso","obs_progresso","justificativa","inativo","data_previsao_inicio","data_previsao_termino"
"920","11","42","2026-01-20 08:29:00","<p>Indicadores solicitados atrav&eacute;s do chamado: <a href=""https://helpdesk.saude.go.gov.br/front/ticket.form.php?id=2026000217"">https://helpdesk.saude.go.gov.br/front/ticket.form.php?id=2026000217</a></p>","Painel comparativo anual 360º","156","externo","publico","NULL","NULL","","2026-02-02 08:36:00","","NULL","NULL","43","90","<table style=""width: 97.5262%; height: 383.781px;"" border=""1""> <tbody> <tr style=""height: 23.9219px;""> <td style=""width: 15.4617%; height: 23.9219px;""><strong>Fase</strong></td> <td style=""width: 24.9234%; height: 23.9219px;""><strong>Tarefa</strong></td> <td style=""width: 14.4617%; height: 23.9219px;""><strong>% Andamento</strong></td> <td style=""width: 28.5388%; height: 23.9219px;""><strong>Previs&atilde;o Entrega</strong></td> <td style=""width: 16.6156%; height: 23.9219px;""><strong>Status Tarefa</strong></td> </tr> <tr style=""height: 44.7812px;""> <td style=""height: 335.859px; width: 15.4617%;"" rowspan=""5"">Desenvolvimento</td> <td style=""width: 24.9234%; text-align: center; height: 134.344px;"">(Casos dengue) Criar um gr&aacute;fico de barras agrupado, na qual, realiza-se a compara&ccedil;&atilde;o do ano atual com o ano anterior. Em que, cada dimens&atilde;o &eacute; destinada a determinado, e cont&eacute;m duas barras em que mostra o ano/atual e o ano/anterior.</td> <td style=""width: 14.4617%; height: 44.7812px;"">15</td> <td style=""width: 28.5388%; height: 44.7812px;"">13/02/2026</td> <td style=""width: 16.6156%; height: 44.7812px;"">Conclu&iacute;do</td> </tr> <tr style=""height: 44.7812px;""> <td style=""width: 24.9234%; text-align: center; height: 134.344px;"">(&Oacute;bitos dengue) Criar um gr&aacute;fico de barras agrupado, na qual, realiza-se a compara&ccedil;&atilde;o do ano atual com o ano anterior. Em que, cada dimens&atilde;o &eacute; destinada a determinado, e cont&eacute;m duas barras em que mostra o ano/atual e o ano/anterior.</td> <td style=""width: 14.4617%; height: 44.7812px;"">15</td> <td style=""width: 28.5388%; height: 44.7812px;"">13/02/2026</td> <td style=""width: 16.6156%; height: 44.7812px;"">Conclu&iacute;do</td> </tr> <tr style=""height: 67.1719px;""> <td style=""width: 24.9234%; text-align: center; height: 134.344px;"">(Mortalidade materna) Criar um gr&aacute;fico de barras agrupado, na qual, realiza-se a compara&ccedil;&atilde;o do ano atual com o ano anterior. Em que, cada dimens&atilde;o &eacute; destinada a determinado, e cont&eacute;m duas barras em que mostra o ano/atual e o ano/anterior.</td> <td style=""width: 14.4617%; height: 67.1719px;"">15</td> <td style=""width: 28.5388%; height: 67.1719px;"">13/02/2026</td> <td style=""width: 16.6156%; height: 67.1719px;"">Conclu&iacute;do</td> </tr> <tr style=""height: 67.1719px;""> <td style=""width: 24.9234%; text-align: center; height: 134.344px;"">(Mortalidade infantil) Criar um gr&aacute;fico de barras agrupado, na qual, realiza-se a compara&ccedil;&atilde;o do ano atual com o ano anterior. Em que, cada dimens&atilde;o &eacute; destinada a determinado, e cont&eacute;m duas barras em que mostra o ano/atual e o ano/anterior.</td> <td style=""width: 14.4617%; height: 67.1719px;"">15</td> <td style=""width: 28.5388%; height: 67.1719px;"">13/02/2026</td> <td style=""width: 16.6156%; height: 67.1719px;"">Conclu&iacute;do</td> </tr> <tr style=""height: 67.1719px;""> <td style=""width: 24.9234%; height: 67.1719px; text-align: center;"">Criar um painel no 360 contendo todos esses indicadores calculados</td> <td style=""width: 14.4617%; height: 67.1719px;"">15</td> <td style=""width: 28.5388%; height: 67.1719px;"">13/02/2026</td> <td style=""width: 16.6156%; height: 67.1719px;"">Conclu&iacute;do</td> </tr> <tr style=""height: 24px;""> <td style=""width: 15.4617%; height: 24px;"">Meta</td> <td style=""width: 24.9234%; height: 24px;"">Alcan&ccedil;ar 50 acessos mensais</td> <td style=""width: 14.4617%; height: 24px;"">10</td> <td style=""width: 28.5388%; height: 24px;"">-</td> <td style=""width: 16.6156%; height: 24px;"">-</td> </tr> </tbody> </table>","","False","NULL","NULL"
"213","7","21","2023-03-28 00:00:00","","Órion - monitoramento das habilitações - Traumatologia","34","externo","publico","202300010030336","NULL","","2023-03-28 00:00:00","http://bi-homolog.saude-go.net/public/orion_monitoramento.html","2023-05-30 00:00:00","2023-06-02 00:00:00","12","100","<p>08/05/24 Erick: Mandarem somente parte das metas (parte da planilha)</p> <p>07/05/24 Erick : mudan&ccedil;a de metas via helpdesk (ajuste no painel). Aguardando mandarem as novas metas.</p>","","True","NULL","NULL"
"455","11","41","2023-12-25 17:35:00","","Gabinete de Crise das Arboviroses","212","externo","publico","NULL","NULL","","NULL","","NULL","NULL","18","10","","","NULL","NULL","NULL"
"67","8","22","2022-03-28 00:00:00","","Indicador - Consultas Multiprofissionais","48","interno","privado","202200010071298","NULL","","2022-05-25 00:00:00","","2023-01-02 00:00:00","2023-01-20 00:00:00","12","100","","","True","NULL","NULL"
"990","19","71","2026-05-18 10:55:00","<p class=""Paragrafo_Numerado_Nivel1"" data-c=""98"">O Estado de Goi&aacute;s disp&otilde;e, atualmente, de importantes instrumentos para acompanhamento do cen&aacute;rio epidemiol&oacute;gico, tais como o&nbsp;<a href=""https://indicadores.saude.go.gov.br/public/srag.html"" target=""_blank"" rel=""noopener noreferrer"">Painel SRAG &ndash; SES Goi&aacute;s</a>, o&nbsp;<a href=""https://indicadores.saude.go.gov.br/public/coronavirus.html"" target=""_blank"" rel=""noopener noreferrer"">Painel COVID-19</a>, o&nbsp;<a href=""https://indicadores.saude.go.gov.br/public/vigilancia_sentinela_sindrome_gripal.html"" target=""_blank"" rel=""noopener noreferrer"">painel da Vigil&acirc;ncia Sentinela da S&iacute;ndrome Gripal</a>&nbsp;e a&nbsp;<a href=""https://360.saude.go.gov.br/frontend/public/"" target=""_blank"" rel=""noopener noreferrer"">plataforma Sa&uacute;de 360 Goi&aacute;s</a>, os quais re&uacute;nem dados relevantes de natureza assistencial e epidemiol&oacute;gica. Contudo, observa-se a necessidade de evolu&ccedil;&atilde;o dessas ferramentas, no sentido de promover maior integra&ccedil;&atilde;o, interoperabilidade e capacidade anal&iacute;tica, especialmente frente &agrave; complexidade dos eventos respirat&oacute;rios sazonais e emergenciais.</p> <p class=""Paragrafo_Numerado_Nivel1"" data-c=""99"">Nesse contexto, a presente proposta fundamenta-se no modelo de Vigil&acirc;ncia Integrada de V&iacute;rus Respirat&oacute;rios (abordagem &ldquo;Mosaico&rdquo;), preconizado por organismos internacionais como a Organiza&ccedil;&atilde;o Pan-Americana da Sa&uacute;de (OPAS), o qual orienta a articula&ccedil;&atilde;o entre diferentes sistemas de informa&ccedil;&atilde;o, vigil&acirc;ncia laboratorial, vigil&acirc;ncia sentinela e dados assistenciais, possibilitando uma vis&atilde;o ampliada, oportuna e sens&iacute;vel da din&acirc;mica de circula&ccedil;&atilde;o viral e de seus impactos sobre a rede de aten&ccedil;&atilde;o &agrave; sa&uacute;de. Ressalta-se que essa abordagem vem sendo discutida e estruturada no &acirc;mbito da Secretaria de Estado da Sa&uacute;de desde meados de 2025, por meio de articula&ccedil;&atilde;o entre o Centro de Intelig&ecirc;ncia Epidemiol&oacute;gica (CIE), &aacute;reas t&eacute;cnicas da Vigil&acirc;ncia, Aten&ccedil;&atilde;o e Regula&ccedil;&atilde;o em Sa&uacute;de e a Ger&ecirc;ncia de Inova&ccedil;&atilde;o da Superintend&ecirc;ncia de Tecnologia, Inova&ccedil;&atilde;o e Sa&uacute;de Digital (SUTIS).&nbsp;</p> <p class=""Paragrafo_Numerado_Nivel1"" data-c=""22"">Nesse sentido, prop&otilde;e-se o desenvolvimento de um Observat&oacute;rio com capacidade de integra&ccedil;&atilde;o de bases de dados, an&aacute;lise epidemiol&oacute;gica avan&ccedil;ada e modelagem preditiva, a ser disponibilizado no Menu de Gest&atilde;o, contemplando, minimamente:</p> <ul> <li> <p class=""Texto_Justificado_Recuo_Primeira_Linha"" data-c=""100"">Monitoramento de coberturas vacinais relacionadas aos v&iacute;rus respirat&oacute;rios;</p> </li> <li> <p class=""Texto_Justificado_Recuo_Primeira_Linha"" data-c=""109"">Informa&ccedil;&otilde;es estrat&eacute;gicas relacionadas &agrave; assist&ecirc;ncia farmac&ecirc;utica;</p> </li> <li> <p class=""Texto_Justificado_Recuo_Primeira_Linha"" data-c=""122"">Monitoramento em tempo real das solicita&ccedil;&otilde;es de interna&ccedil;&atilde;o (total, pendentes, autorizadas e finalizadas por outros motivos), com atualiza&ccedil;&atilde;o peri&oacute;dica e recorte para os &uacute;ltimos dois dias;</p> </li> <li> <p class=""Texto_Justificado_Recuo_Primeira_Linha"" data-c=""123"">Estratifica&ccedil;&atilde;o das solicita&ccedil;&otilde;es por tipo de leito (Enfermaria e UTI), permitindo identificar press&otilde;es diferenciadas sobre a rede assistencial;</p> </li> <li> <p class=""Texto_Justificado_Recuo_Primeira_Linha"" data-c=""124"">S&eacute;rie hist&oacute;rica mensal de solicita&ccedil;&otilde;es de interna&ccedil;&atilde;o por s&iacute;ndromes respirat&oacute;rias, desagregada por tipo de leito (Enfermaria e UTI) e por resultado (total, autorizadas, outros), possibilitando an&aacute;lise de tend&ecirc;ncia e sazonalidade da demanda regulat&oacute;ria;</p> </li> <li> <p class=""Texto_Justificado_Recuo_Primeira_Linha"" data-c=""125"">An&aacute;lise comparativa da propor&ccedil;&atilde;o de solicita&ccedil;&otilde;es autorizadas dentro e fora da unidade solicitante, evidenciando o grau de resolutividade local e os fluxos inter-regionais de regula&ccedil;&atilde;o;</p> </li> <li> <p class=""Texto_Justificado_Recuo_Primeira_Linha"" data-c=""126"">Monitoramento da m&eacute;dia do tempo de resolu&ccedil;&atilde;o das solicita&ccedil;&otilde;es por dia (em horas), como indicador de desempenho da regula&ccedil;&atilde;o e identifica&ccedil;&atilde;o de gargalos operacionais;</p> </li> <li> <p class=""Texto_Justificado_Recuo_Primeira_Linha"" data-c=""127"">S&eacute;rie di&aacute;ria de solicita&ccedil;&otilde;es de interna&ccedil;&atilde;o, permitindo identificar varia&ccedil;&otilde;es abruptas e eventos de sobrecarga da rede;</p> </li> <li> <p class=""Texto_Justificado_Recuo_Primeira_Linha"" data-c=""128"">Distribui&ccedil;&atilde;o das solicita&ccedil;&otilde;es por munic&iacute;pio de origem da unidade solicitante e por munic&iacute;pio de resid&ecirc;ncia do paciente, com visualiza&ccedil;&atilde;o geoespacial, possibilitando identificar concentra&ccedil;&atilde;o de demanda, iniquidades de acesso e necessidade de reordenamento dos fluxos regulat&oacute;rios;</p> </li> <li> <p class=""Texto_Justificado_Recuo_Primeira_Linha"" data-c=""129"">Distribui&ccedil;&atilde;o das solicita&ccedil;&otilde;es por regi&atilde;o de sa&uacute;de de origem (unidade solicitante e resid&ecirc;ncia do paciente), nos &uacute;ltimos dois meses e nos &uacute;ltimos dois dias, com informa&ccedil;&otilde;es de pend&ecirc;ncias, autoriza&ccedil;&otilde;es e outros resultados por regi&atilde;o;</p> </li> <li> <p class=""Texto_Justificado_Recuo_Primeira_Linha"" data-c=""130"">Estratifica&ccedil;&atilde;o das solicita&ccedil;&otilde;es de interna&ccedil;&atilde;o por faixa et&aacute;ria, subsidiando o planejamento de leitos e a identifica&ccedil;&atilde;o de grupos populacionais mais vulner&aacute;veis;</p> </li> <li> <p class=""Texto_Justificado_Recuo_Primeira_Linha"" data-c=""131"">Monitoramento de interna&ccedil;&otilde;es por s&iacute;ndromes respirat&oacute;rias, com diferentes recortes temporais (data de in&iacute;cio dos sintomas, interna&ccedil;&atilde;o e desfecho);</p> </li> <li> <p class=""Texto_Justificado_Recuo_Primeira_Linha"" data-c=""101"">An&aacute;lise do tempo de perman&ecirc;ncia hospitalar e desfechos cl&iacute;nicos (alta, &oacute;bito, transfer&ecirc;ncia);</p> </li> <li> <p class=""Texto_Justificado_Recuo_Primeira_Linha"" data-c=""102"">Classifica&ccedil;&atilde;o e estratifica&ccedil;&atilde;o dos agravos respirat&oacute;rios, incluindo SRAG, Influenza, COVID-19, V&iacute;rus Sincicial Respirat&oacute;rio (VSR), outros v&iacute;rus respirat&oacute;rios e SRAG n&atilde;o especificada;</p> </li> <li> <p class=""Texto_Justificado_Recuo_Primeira_Linha"" data-c=""103"">Distribui&ccedil;&atilde;o espacial dos casos (munic&iacute;pio, regi&atilde;o e macrorregi&atilde;o de sa&uacute;de), com suporte a an&aacute;lises geoespaciais;</p> </li> <li> <p class=""Texto_Justificado_Recuo_Primeira_Linha"" data-c=""104"">An&aacute;lise de tend&ecirc;ncia temporal, sazonalidade e detec&ccedil;&atilde;o de anomalias epidemiol&oacute;gicas;</p> </li> <li> <p class=""Texto_Justificado_Recuo_Primeira_Linha"" data-c=""105"">Integra&ccedil;&atilde;o e cruzamento de dados epidemiol&oacute;gicos, laboratoriais e assistenciais, incluindo interfaces com sistemas como SIVEP-Gripe, SIM,&nbsp;Sistema Sa&uacute;de Integrada de Goi&aacute;s &ndash; SIGO, m&oacute;dulo de gerenciamento de interna&ccedil;&otilde;es (GERINT), GAL, dentre outros;</p> </li> <li> <p class=""Texto_Justificado_Recuo_Primeira_Linha"" data-c=""106"">Desenvolvimento de modelos anal&iacute;ticos e preditivos voltados &agrave; antecipa&ccedil;&atilde;o de cen&aacute;rios epidemiol&oacute;gicos e &agrave; proje&ccedil;&atilde;o de demanda assistencial, alinhados &agrave;s premissas atualmente em fase de homologa&ccedil;&atilde;o no &acirc;mbito do projeto VIGIARBO.</p> </li> </ul>","Observatório de Síndromes Respiratórias","482","externo","publico","202600010033936","NULL","","NULL","","NULL","NULL","3","0","","","False","NULL","NULL"
"68","8","22","2022-03-28 00:00:00","","Indicador - Saídas Clínicas","48","interno","privado","202200010071298","NULL","","2022-05-25 00:00:00","","2023-01-02 00:00:00","2023-01-20 00:00:00","12","100","","","True","NULL","NULL"
"219","10","33","2017-11-01 00:00:00","","Sinavisa","25","externo","publico","NULL","NULL","","2017-11-13 00:00:00","","2018-01-02 00:00:00","2018-01-02 00:00:00","12","100","","","True","NULL","NULL"
