"id","name"
10,"IndraGestão"
11,"IndraGestaoImagem"
1,"Admin"
2,"Public"
4,"Desenvolvedor"
5,"Fiscal"
12,"Gestor de Projetos"
7,"Desenv GETEC"
8,"Analista GETEC"
6,"PO GETEC"
9,"Supervisor GETEC"
13,"visualizarGEIN"
14,"Auditor Evidências"
15,"Fiscal GEIN"
16,"Coordenador FHIR"
17,"Coordenador GEIN"
18,"Admin Users GETEC"
19,"Visualizador Projetos GEIN"
