"id","titulo","guia_id"
998,"Percentual de Absenteísmo (↓)",NULL
999,"Taxa de Incidência de COVID-19 (↓)",NULL
1000,"Razão do Quantitativo de Exames de Imagem e Análise Clínica Ofertados (→)",NULL
1001,"Proporção de Pessoas com Diabetes, com Consulta e Hemoglobina Glicada Solicitada no Semestre (↑)",NULL
1002,"Percentual de Casos de Doenças/Agravos/Eventos de Notificação Compulsória Imediata (DNCI) Digitada Oportunamente (↑)",NULL
1003,"Número de Canais de Atendimento Efetivamente Ativo (↑)",NULL
1004,"Incidência de Sífilis Congênita (↓)",NULL
1005,"Percentual de Requisições Atendidas das Insulinas NPH e Regular (↑)",NULL
1006,"Percentual de Municípios que Atingiram Cobertura Vacinal ≥ 95% em Cada Vacina que Compõem o Indicador do Programa de Qualificação das Ações de Vigilância em Saúde (PQA-VS) (↑)",NULL
1007,"Taxa de Doações Espontâneas (↑) ",NULL
1008,"População Total por Faixa Etária e Sexo",NULL
1009,"Letalidade da COVID-19 (↓) ",NULL
1010,"Percentual de Satisfação de Doadores de Sangue (↑) ",NULL
1011,"Percentual de Manutenção Preventiva do Sistema Predial (MPSP) que Contemple as Áreas do Sistema Construtivo Predial (↑)",NULL
1012,"Índice de Desenvolvimento Humano (IDH) (↑)",NULL
1013,"Razão de Dependência  ",NULL
1014,"Taxa de Ocupação Hospitalar/Institucional (→)",NULL
1015,"Tempo Médio de Atendimento ao Paciente (Tempo Porta Atendimento) (↓)",NULL
1016,"Percentual de Notificação de Potenciais Doadores de Tecido Ocular em Óbitos por Parada Cardiorrespiratória (PCR) (↑)",NULL
1157,"Índice de Giro de Leitos (↑) ",NULL
1017,"Número de Centros de Atenção Psicossocial (CAPS) (↑)",NULL
1018,"Percentual da População Beneficiária de Planos de Saúde Privados ",NULL
1019,"Proporção da População Servida por Rede de Abastecimento de Água (↑)",NULL
1020,"Tempo Médio do Processo de Doação de Sangue (↓)",NULL
1021,"Percentual de Efetivação da Doação de Órgãos (↑)",NULL
1022,"Percentual de Cumprimento do Cronograma Físico Financeiro de Obra ou Serviço de Engenharia (↑)",NULL
1023,"Taxa de Desemprego (↓)",NULL
1024,"Percentual de Óbitos Maternos Investigados (↑)",NULL
1025,"Razão do Quantitativo de Consultas Ofertadas (↑ →)",NULL
1026,"Percentual de Leitos Gerais Implantados nos Hospitais Estaduais por Macrorregião no Quadrimestre (↑)",NULL
1027,"Densidade de Incidência de Infecção de Pneumonia Associada à Ventilação Mecânica (DI de PAV) (↓)",NULL
1028,"Percentual de Serviços Considerados Essenciais Oferecidos na Atenção Primária (↑)",NULL
1029,"Renda Média Domiciliar (↑)",NULL
1030,"Percentual de Diabéticos e Hipertensos Acompanhados na Atenção Primária (↑)",NULL
1031,"Número Absoluto de Casos de Doenças/Agravos/Eventos de Notificação Compulsória Notificados na Unidade de Saúde (↑)",NULL
1032,"Proporção de Pessoas Hipertensas com Pelo Menos 1 Consulta Realizada no Semestre (↑)",NULL
1033,"Taxa de Acidentes de Trabalho com Perfurocortantes (↓)",NULL
1034,"Proporção de Registro de Óbitos com Causa Básica Definida (↑)",NULL
1035,"Densidade de Incidência de Infecção do Trato Urinário Associada à Cateter Vesical de Demora (DI de ITU-AC) (↓)",NULL
1036,"Proporção de Internações por Infarto Agudo do Miocárdio (IAM) (↓)",NULL
1037,"Percentual de Requisições de Medicamentos para Toxoplasmose Atendidos em 48 horas (↑)",NULL
1038,"Taxa de Doador de Repetição (↑)",NULL
1039,"Proporção de Mulheres em Idade Fértil - 10-49 anos",NULL
1040,"Índice de Gini (↓)",NULL
1041,"Percentual de Consultas Especializadas com Mastologista para as Pacientes que Realizaram Mamografia nas Carretas de Prevenção das Policlínicas (↑)",NULL
1042,"Taxa Bruta de Natalidade",NULL
1043,"Taxa de Denúncia de Assédio no Trabalho (↓)",NULL
1044,"Proporção de Nascidos Vivos de Baixo Peso (↓)",NULL
1045,"Proporção da População por Sexo e Faixa Etária ",NULL
1046,"Percentual de Satisfação do Usuário (↑)",NULL
1047,"Média de Permanência Hospitalar (dias) (↓|→)",NULL
1048,"Densidade Demográfica ",NULL
1049,"Taxa de Pessoas com Emprego Formal (↑)",NULL
1050,"Razão de Tratamento de Denúncias de Assédio no Trabalho (↑)",NULL
1051,"Percentual de Regularidade de Licenças e Alvarás Necessários à Execução das Atividades e/ou Serviços Constantes do Contrato de Gestão (↑)",NULL
1052,"Número de Mulheres em Idade Fértil (10-49 anos)",NULL
1053,"Proporção da População Servida com Esgotamento Sanitário (↑)",NULL
1054,"Percentual de Absenteísmo de Consultas Médicas Especializadas (↓)",NULL
1055,"Percentual de Execução de Cirurgias Eletivas (AIH ou APAC) (↑)",NULL
1056,"Percentual de Cumprimento das Normativas para Solicitação de Recursos a Título de Investimento para Obras e Serviços de Engenharia  (↑)",NULL
1057,"Taxa de Ocupação do Centro Cirúrgico (↑)",NULL
1058,"Taxa de Infecção de Sítio Cirúrgico (ISC) (↓)",NULL
1059,"Taxa de Incidência de Casos Notificados de Dengue (↓)",NULL
1060," Densidade de Incidência de Infecção Primária de Corrente Sanguínea Laboratorial - DI de IPCL (↓)",NULL
1061,"Número Absoluto de Casos de Violência Interpessoal/Autoprovocada Registrados no SINAN (↑) ",NULL
1062,"Percentual de Leitos Bloqueados por Motivo Operacional (↓)",NULL
1063,"Taxa de Crescimento da População ",NULL
1064,"Percentual de Óbitos Não Fetais com Causa Básica Mal Definida Investigados (↑)",NULL
1065,"Percentual de Declaração de Óbitos Preenchidas Com Causa Básica Bem Definida (↑)",NULL
1066,"População de Nascidos Vivos",NULL
1067,"Taxa de Aplicação da Classificação de Robson nas Parturientes Submetidas à Cesariana (↑) ",NULL
1068,"Percentual de Municípios que Realizam a Inserção de Dispositivo Intrauterino-DIU na Atenção Básica (↑)",NULL
1069,"População Total Agrupada por Ciclos de Vida: Crianças, Adolescentes, Jovens, Adultos e Idosos",NULL
1070,"Cobertura Vacinal de Poliomielite (↑)",NULL
1071,"Taxa de Doador de Primeira Vez  (↑)",NULL
1072,"Proporção de Municípios que Realizaram o Monitoramento de Dados de Saúde da Pessoa Idosa no Estado de Goiás (↑)",NULL
1073,"Percentual de Recusa Familiar para Doação de Tecido Ocular em Óbitos por Parada Cardiorrespiratória (PCR) (↓)",NULL
1074,"Percentual de Óbitos Infantis Investigados  (↑)",NULL
1075,"Índice de Intervalo de Substituição de Leitos Hospitalares (dia) (↓)",NULL
1076,"Taxa de Utilização (TU) de Ventilação Mecânica (VM) (↓)",NULL
1077,"Percentual de Suspensão de Cirurgias Programadas por Condições Operacionais (Causas Relacionadas ao Paciente)  (↓)",NULL
1078,"Porcentagem de Mortalidade Institucional (↓)",NULL
1079,"Percentual de Exames de Imagem com Resultado Disponibilizado em até 72 Horas (↑)",NULL
1080,"Taxa de Utilização de Cateter Vesical de Demora (CVD) (↓)",NULL
1081,"Taxa de Mortalidade por Acidente de Transporte Terrestre (↓)",NULL
1082,"Percentual de Atendimento Interno às Solicitações de Hemocomponentes (↑) ",NULL
1083,"Percentual de Exames de Imagem com Resultado Disponibilizado em até 10 Dias (↑)",NULL
1084,"Percentual  de Concessão de OPME (↑)",NULL
1085,"Proporção de Gestantes com pelo Menos 6 (seis) Consultas Pré-Natal Realizadas, Sendo a Primeira até a 12ª Semana de Gestação (↑)",NULL
1086,"Cobertura Vacinal de Febre Amarela na Criança Menor de 1 ano de Idade (↑)",NULL
1087,"Percentual de Óbitos com Doenças de Notificação Compulsória Investigados (↑)",NULL
1088,"Razão de Exames de Mamografia de Rastreamento Realizados em Mulheres de 50 a 69 Anos de Idade (↑)",NULL
1089," Proporção da População Servida por Coleta de Lixo (↑)",NULL
1090,"Variação da Proporção de Resíduos por Grupo (↓)",NULL
1091,"Percentual de Cumprimento dos Planos de Manutenção Preventiva (PMP) dos Sistemas de Climatização, Ventilação e Exaustão (↑)",NULL
1092,"Proporção de Óbitos Infantis e Fetais Investigados (↑)",NULL
1093,"Percentual de Óbitos Mulheres em Idade Fértil- MIF (10 a 49 Anos) Investigados (↑)",NULL
1094,"Taxa de Analfabetismo (↓)",NULL
1095,"Percentual de Conclusão do Plano de Manutenções Programadas em Equipamentos Médicos Assistenciais (↑)",NULL
1096,"Taxa de Mortalidade de Câncer de Mama em Mulheres (↓)",NULL
1097,"Taxa de Readmissão em UTI (↓) (48 Horas) ",NULL
1098,"Taxa de Amostra de Sangue Descartada por Lipemia (↓)",NULL
1099,"Taxa de Recaída (3 Meses)  (↓)",NULL
1100,"Percentual de Ocorrência de Glosas no SIH-SUS (↓)",NULL
1101,"Produto Interno Bruto per Capita (PIB)",NULL
1102,"Índice de Produção de Hemocomponentes (↑)",NULL
1103,"Percentual de Cumprimento de Visita Técnica e Administrativa nas Unidades Assistidas pelo Hemocentro Coordenador (↑)",NULL
1104,"Percentual de Atendimento Externo às Solicitações de Hemocomponentes (↑) ",NULL
1105,"Incidência de Hepatite C (↓)",NULL
1106,"Percentual de Encaminhamentos para Atendimento Especializado (↓)",NULL
1107,"Incidência de Hepatite B (↓)",NULL
1108,"Taxa de Detecção de Hepatite B (↑)",NULL
1109,"Percentual de Divergência de Estoque Físico e Virtual de Medicamentos do Componente Especializado da Assistência Farmacêutica no Balanço Quinzenal (↓)",NULL
1110,"Número de Pacientes Habilitados no Serviço de Atenção Domiciliar Estadual  (SAD) (↑)",NULL
1111,"Proporção de Cura dos Casos Novos de Hanseníase Diagnosticados nos Anos das Coortes (↑)",NULL
1112,"Número Absoluto de Casos de Sarampo Confirmados (↓)",NULL
1113,"Prevalência de Excesso de Peso em Adultos (↓) ",NULL
1114,"Prevalência de Excesso de Peso para Idade Segundo IMC em Crianças Menores de 5 Anos (↓)",NULL
1115,"iRAPS – Índice da Rede de Atenção Psicossocial (↑)",NULL
1116,"Percentual de Manifestações Queixosas Recebidas no Sistema de Ouvidoria do SUS (↓)",NULL
1117,"Percentual de Execução de Cirurgias Eletivas Ambulatoriais (BPA) (↑)",NULL
1118,"Razão de Consultas de Enfermeiros em Relação as Consultas Médicas (↑)",NULL
1119,"Esperança de Vida ao Nascer (↑)",NULL
1120,"Percentual de Manifestações da Unidade de Saúde Respondidas no Prazo Legal (↑)",NULL
1121,"Proporção de Internações por Condições Sensíveis à Atenção Básica - ICSAB (↓)",NULL
1122,"Percentual de Casos de Doenças/ Agravos/ Eventos de Notificação Compulsória Imediata (DNCI) Investigadas Oportunamente (↑)",NULL
1123,"Taxa de Incidência de Tuberculose Todas as Formas (↓) ",NULL
1124," Número de Saídas Cirúrgicas (↑)",NULL
1125,"Número de Consultas Médicas Ambulatoriais Realizadas (↑)",NULL
1126,"Razão de Mortalidade Materna - RMM (↓)",NULL
1127,"Número de Consultas Multiprofissionais Ambulatoriais Realizadas (↑)",NULL
1128,"Número de Saídas Clínicas (↑)",NULL
1129,"Proporção de Vacinas Selecionadas que Compõem o Calendário Nacional de Vacinação para Crianças Menores de 1 ano de Idade (Pentavalente – 3ª dose, Poliomielite – 3ª dose, Pneumocócica 10-Valente – 2ª dose) e Para Crianças de 1 ano de idade (Tríplice Viral – 1ª dose) – Com Coberturas Vacinais Preconizadas (↑)",NULL
1130,"Taxa de Cobertura do Teste do Pezinho (↑)",NULL
1131,"Cobertura Vacinal de Pentavalente (↑)",NULL
1132,"Percentual de Usuários Referenciados Pós-alta (90 Dias) (↑)",NULL
1133,"Percentual de Partos Cesáreos (↓)",NULL
1134,"Número de Óbitos por Dengue (↓)",NULL
1135,"Proporção de Partos Vaginais (↑)",NULL
1136,"Proporção de Gestantes com Atendimento Odontológico Realizado na Atenção Primária à Saúde. (↑).",NULL
1137," Cobertura Populacional Estimada pela Saúde Bucal na Atenção Básica (↑)",NULL
1138,"Proporção de Municípios com Nota do Indicador Sintético Final (Previne Brasil) Maior ou Igual a 5 (↑)",NULL
1139,"Percentual de Procedimentos em Práticas Integrativas Realizados pelo CREMIC (↑) ",NULL
1140,"Cobertura Vacinal da Pneumocócica 10 Valente (↑)",NULL
1141,"Cobertura da Atenção Primária à Saúde das Equipes Financiadas pelo Ministério da Saúde (↑)",NULL
1142,"Razão de Exames Citopatológicos do Colo do Útero (Papanicolau) em Mulheres de 25 a 64 Anos de Idade (↑)",NULL
1143,"Proporção de Crianças de 1 (um) Ano de Idade Vacinadas na APS Contra Difteria, Tétano, Coqueluche, Hepatite B, Infecções Causadas por Haemophilus Inﬂuenzae tipo b e Poliomielite Inativada (↑).",NULL
1144,"Proporção de Diabéticos com pelo menos 1 Consulta Realizada no Semestre (↑)",NULL
1145,"Cobertura De Exames Citopatológicos do Colo Do Útero em Mulheres Da População-Alvo",NULL
1146,"Proporção de Pessoas com Hipertensão, com Consulta e Pressão Arterial Aferida no Semestre (↑)",NULL
1147,"Proporção de Mulheres com Coleta de Citopatológico na Atenção Primária à Saúde (APS) (↑) ",NULL
1148,"Proporção de Gestantes com Realização de Exames para Sífilis e HIV (↑).",NULL
1149,"Taxa de Mortalidade por COVID-19 (↓)",NULL
1150,"Proporção de Gestantes com 6 ou mais Consultas Sendo a Primeira Consulta até 12ª Semana de Gestação (↑)",NULL
1151,"Percentual de Conclusão de Manutenções Corretivas em Equipamentos Médicos Assistenciais (↑)",NULL
1152,"Percentual de Autossuficiência em Internações de Média Complexidade – Fluxo de Acesso (↑)",NULL
1153,"Percentual de Autossuficiência em Internações de Alta Complexidade – Fluxo de Acesso (↑)",NULL
1154,"Número de Atendimentos no Hospital Dia (↑)",NULL
1155,"Taxa Bruta de Mortalidade Prematura Pelo Conjunto das 04 Principais Doenças Crônicas Não Transmissíveis (↓)",NULL
1156,"Percentual de processos prioritários otimizados na SES-GO (↑)",NULL
1158,"Taxa de Mortalidade Infantil (↓)",NULL
1159,"Cobertura Vacinal de Tríplice Viral Nas Crianças De 1 Ano de Idade (↑)",NULL
1160,"Percentual de Suspensão de Cirurgias Programadas por Condições Operacionais (Causas Relacionadas à Organização da Unidade) (↓)",NULL
1161,"Percentual  de Oferta de Terapias (↑)",NULL
1162,"Coeficiente de Mortalidade por Hepatite B (↓)",NULL
1163,"Percentual de Recusa Familiar para Doação de Órgãos em Morte Encefálica (↓)",NULL
1164,"Taxa de Detecção de Hepatite C (↑)",NULL
1165,"Percentual de Exames Laboratoriais Liberados em até 2 Horas (↑)",NULL
1342,"Índice de Giro de Leitos (↑) ",NULL
1166,"Percentual de Absenteísmo de Exames de Diagnóstico (externo) (↓)",NULL
1167,"Percentual de Oferta de Exames de Diagnóstico (interno) (↑)",NULL
1168,"Proporção de Casos de Hepatite B Segundo Provável Fonte ou Mecanismo de Infecção e Ano de Diagnóstico (↓)",NULL
1169,"Percentual de Oferta de Exames de Diagnóstico (externo) (↑)",NULL
1170,"Razão entre Nascidos Vivos Informados e Estimados ",NULL
1171," Percentual de Oferta de Consultas Médicas Especializadas (↑)",NULL
1172,"Percentual de Atraso na Elaboração do Anexo I dos Contratos no Quadrimestre(↓)",NULL
1173,"Percentual de Cura dos Casos Novos de Tuberculose Pulmonar com Confirmação Laboratorial (↑)",NULL
1174,"Taxa de Utilização de Cateter Venoso Central (CVC) (↓)",NULL
1175,"Qualidade do Hemocomponente Produzido - Percentual de Conformidade (↑)  ",NULL
1176,"Razão de exames de mamografia de rastreamento realizados em mulheres na faixa etária de 50 a 69 anos (↑)",NULL
1177,"Percentual de Disponibilidade dos Equipamentos Médicos Assistenciais Críticos (↑)",NULL
1178,"Proporção de Gravidez na Adolescência (10-19 anos) (↓)",NULL
1179,"Índice de Envelhecimento  ",NULL
1180,"Taxa de Readmissão Hospitalar (29 Dias) (↓)",NULL
1181,"Taxa de Usuários com  Plano Terapêutico Individual (PTI) Elaborado (↑)",NULL
1182,"Percentual de Ocorrência de Glosas no SIA-SUS (↓)",NULL
1183,"Percentual de Absenteísmo (↓)",NULL
1184,"Taxa de Incidência de COVID-19 (↓)",NULL
1185,"Razão do Quantitativo de Exames de Imagem e Análise Clínica Ofertados (→)",NULL
1186,"Proporção de Pessoas com Diabetes, com Consulta e Hemoglobina Glicada Solicitada no Semestre (↑)",NULL
1187,"Percentual de Casos de Doenças/Agravos/Eventos de Notificação Compulsória Imediata (DNCI) Digitada Oportunamente (↑)",NULL
1188,"Número de Canais de Atendimento Efetivamente Ativo (↑)",NULL
1189,"Incidência de Sífilis Congênita (↓)",NULL
1190,"Percentual de Requisições Atendidas das Insulinas NPH e Regular (↑)",NULL
1191,"Percentual de Municípios que Atingiram Cobertura Vacinal ≥ 95% em Cada Vacina que Compõem o Indicador do Programa de Qualificação das Ações de Vigilância em Saúde (PQA-VS) (↑)",NULL
1192,"Taxa de Doações Espontâneas (↑) ",NULL
1193,"População Total por Faixa Etária e Sexo",NULL
1194,"Letalidade da COVID-19 (↓) ",NULL
1195,"Percentual de Satisfação de Doadores de Sangue (↑) ",NULL
1196,"Percentual de Manutenção Preventiva do Sistema Predial (MPSP) que Contemple as Áreas do Sistema Construtivo Predial (↑)",NULL
1197,"Índice de Desenvolvimento Humano (IDH) (↑)",NULL
1198,"Razão de Dependência  ",NULL
1199,"Taxa de Ocupação Hospitalar/Institucional (→)",NULL
1200,"Tempo Médio de Atendimento ao Paciente (Tempo Porta Atendimento) (↓)",NULL
1201,"Percentual de Notificação de Potenciais Doadores de Tecido Ocular em Óbitos por Parada Cardiorrespiratória (PCR) (↑)",NULL
1202,"Número de Centros de Atenção Psicossocial (CAPS) (↑)",NULL
1203,"Percentual da População Beneficiária de Planos de Saúde Privados ",NULL
1204,"Proporção da População Servida por Rede de Abastecimento de Água (↑)",NULL
1205,"Tempo Médio do Processo de Doação de Sangue (↓)",NULL
1206,"Percentual de Efetivação da Doação de Órgãos (↑)",NULL
1207,"Percentual de Cumprimento do Cronograma Físico Financeiro de Obra ou Serviço de Engenharia (↑)",NULL
1208,"Taxa de Desemprego (↓)",NULL
1209,"Percentual de Óbitos Maternos Investigados (↑)",NULL
1210,"Razão do Quantitativo de Consultas Ofertadas (↑ →)",NULL
1211,"Percentual de Leitos Gerais Implantados nos Hospitais Estaduais por Macrorregião no Quadrimestre (↑)",NULL
1212,"Densidade de Incidência de Infecção de Pneumonia Associada à Ventilação Mecânica (DI de PAV) (↓)",NULL
1213,"Percentual de Serviços Considerados Essenciais Oferecidos na Atenção Primária (↑)",NULL
1214,"Renda Média Domiciliar (↑)",NULL
1215,"Percentual de Diabéticos e Hipertensos Acompanhados na Atenção Primária (↑)",NULL
1216,"Número Absoluto de Casos de Doenças/Agravos/Eventos de Notificação Compulsória Notificados na Unidade de Saúde (↑)",NULL
1217,"Proporção de Pessoas Hipertensas com Pelo Menos 1 Consulta Realizada no Semestre (↑)",NULL
1218,"Taxa de Acidentes de Trabalho com Perfurocortantes (↓)",NULL
1219,"Proporção de Registro de Óbitos com Causa Básica Definida (↑)",NULL
1220,"Densidade de Incidência de Infecção do Trato Urinário Associada à Cateter Vesical de Demora (DI de ITU-AC) (↓)",NULL
1221,"Proporção de Internações por Infarto Agudo do Miocárdio (IAM) (↓)",NULL
1222,"Percentual de Requisições de Medicamentos para Toxoplasmose Atendidos em 48 horas (↑)",NULL
1223,"Taxa de Doador de Repetição (↑)",NULL
1224,"Proporção de Mulheres em Idade Fértil - 10-49 anos",NULL
1225,"Índice de Gini (↓)",NULL
1226,"Percentual de Consultas Especializadas com Mastologista para as Pacientes que Realizaram Mamografia nas Carretas de Prevenção das Policlínicas (↑)",NULL
1227,"Taxa Bruta de Natalidade",NULL
1228,"Taxa de Denúncia de Assédio no Trabalho (↓)",NULL
1229,"Proporção de Nascidos Vivos de Baixo Peso (↓)",NULL
1230,"Proporção da População por Sexo e Faixa Etária ",NULL
1231,"Percentual de Satisfação do Usuário (↑)",NULL
1232,"Média de Permanência Hospitalar (dias) (↓|→)",NULL
1233,"Densidade Demográfica ",NULL
1234,"Taxa de Pessoas com Emprego Formal (↑)",NULL
1235,"Razão de Tratamento de Denúncias de Assédio no Trabalho (↑)",NULL
1236,"Percentual de Regularidade de Licenças e Alvarás Necessários à Execução das Atividades e/ou Serviços Constantes do Contrato de Gestão (↑)",NULL
1237,"Número de Mulheres em Idade Fértil (10-49 anos)",NULL
1238,"Proporção da População Servida com Esgotamento Sanitário (↑)",NULL
1239,"Percentual de Absenteísmo de Consultas Médicas Especializadas (↓)",NULL
1240,"Percentual de Execução de Cirurgias Eletivas (AIH ou APAC) (↑)",NULL
1241,"Percentual de Cumprimento das Normativas para Solicitação de Recursos a Título de Investimento para Obras e Serviços de Engenharia  (↑)",NULL
1242,"Taxa de Ocupação do Centro Cirúrgico (↑)",NULL
1243,"Taxa de Infecção de Sítio Cirúrgico (ISC) (↓)",NULL
1244,"Taxa de Incidência de Casos Notificados de Dengue (↓)",NULL
1245," Densidade de Incidência de Infecção Primária de Corrente Sanguínea Laboratorial - DI de IPCL (↓)",NULL
1246,"Número Absoluto de Casos de Violência Interpessoal/Autoprovocada Registrados no SINAN (↑) ",NULL
1247,"Percentual de Leitos Bloqueados por Motivo Operacional (↓)",NULL
1248,"Taxa de Crescimento da População ",NULL
1249,"Percentual de Óbitos Não Fetais com Causa Básica Mal Definida Investigados (↑)",NULL
1250,"Percentual de Declaração de Óbitos Preenchidas Com Causa Básica Bem Definida (↑)",NULL
1251,"População de Nascidos Vivos",NULL
1252,"Taxa de Aplicação da Classificação de Robson nas Parturientes Submetidas à Cesariana (↑) ",NULL
1253,"Percentual de Municípios que Realizam a Inserção de Dispositivo Intrauterino-DIU na Atenção Básica (↑)",NULL
1254,"População Total Agrupada por Ciclos de Vida: Crianças, Adolescentes, Jovens, Adultos e Idosos",NULL
1255,"Cobertura Vacinal de Poliomielite (↑)",NULL
1256,"Taxa de Doador de Primeira Vez  (↑)",NULL
1257,"Proporção de Municípios que Realizaram o Monitoramento de Dados de Saúde da Pessoa Idosa no Estado de Goiás (↑)",NULL
1258,"Percentual de Recusa Familiar para Doação de Tecido Ocular em Óbitos por Parada Cardiorrespiratória (PCR) (↓)",NULL
1259,"Percentual de Óbitos Infantis Investigados  (↑)",NULL
1260,"Índice de Intervalo de Substituição de Leitos Hospitalares (dia) (↓)",NULL
1261,"Taxa de Utilização (TU) de Ventilação Mecânica (VM) (↓)",NULL
1262,"Percentual de Suspensão de Cirurgias Programadas por Condições Operacionais (Causas Relacionadas ao Paciente)  (↓)",NULL
1263,"Porcentagem de Mortalidade Institucional (↓)",NULL
1264,"Percentual de Exames de Imagem com Resultado Disponibilizado em até 72 Horas (↑)",NULL
1265,"Taxa de Utilização de Cateter Vesical de Demora (CVD) (↓)",NULL
1266,"Taxa de Mortalidade por Acidente de Transporte Terrestre (↓)",NULL
1267,"Percentual de Atendimento Interno às Solicitações de Hemocomponentes (↑) ",NULL
1268,"Percentual de Exames de Imagem com Resultado Disponibilizado em até 10 Dias (↑)",NULL
1269,"Percentual  de Concessão de OPME (↑)",NULL
1270,"Proporção de Gestantes com pelo Menos 6 (seis) Consultas Pré-Natal Realizadas, Sendo a Primeira até a 12ª Semana de Gestação (↑)",NULL
1271,"Cobertura Vacinal de Febre Amarela na Criança Menor de 1 ano de Idade (↑)",NULL
1272,"Percentual de Óbitos com Doenças de Notificação Compulsória Investigados (↑)",NULL
1273,"Razão de Exames de Mamografia de Rastreamento Realizados em Mulheres de 50 a 69 Anos de Idade (↑)",NULL
1274," Proporção da População Servida por Coleta de Lixo (↑)",NULL
1275,"Variação da Proporção de Resíduos por Grupo (↓)",NULL
1276,"Percentual de Cumprimento dos Planos de Manutenção Preventiva (PMP) dos Sistemas de Climatização, Ventilação e Exaustão (↑)",NULL
1277,"Proporção de Óbitos Infantis e Fetais Investigados (↑)",NULL
1278,"Percentual de Óbitos Mulheres em Idade Fértil- MIF (10 a 49 Anos) Investigados (↑)",NULL
1279,"Taxa de Analfabetismo (↓)",NULL
1280,"Percentual de Conclusão do Plano de Manutenções Programadas em Equipamentos Médicos Assistenciais (↑)",NULL
1281,"Taxa de Mortalidade de Câncer de Mama em Mulheres (↓)",NULL
1282,"Taxa de Readmissão em UTI (↓) (48 Horas) ",NULL
1283,"Taxa de Amostra de Sangue Descartada por Lipemia (↓)",NULL
1284,"Taxa de Recaída (3 Meses)  (↓)",NULL
1285,"Percentual de Ocorrência de Glosas no SIH-SUS (↓)",NULL
1286,"Produto Interno Bruto per Capita (PIB)",NULL
1287,"Índice de Produção de Hemocomponentes (↑)",NULL
1288,"Percentual de Cumprimento de Visita Técnica e Administrativa nas Unidades Assistidas pelo Hemocentro Coordenador (↑)",NULL
1289,"Percentual de Atendimento Externo às Solicitações de Hemocomponentes (↑) ",NULL
1290,"Incidência de Hepatite C (↓)",NULL
1291,"Percentual de Encaminhamentos para Atendimento Especializado (↓)",NULL
1292,"Incidência de Hepatite B (↓)",NULL
1293,"Taxa de Detecção de Hepatite B (↑)",NULL
1294,"Percentual de Divergência de Estoque Físico e Virtual de Medicamentos do Componente Especializado da Assistência Farmacêutica no Balanço Quinzenal (↓)",NULL
1295,"Número de Pacientes Habilitados no Serviço de Atenção Domiciliar Estadual  (SAD) (↑)",NULL
1296,"Proporção de Cura dos Casos Novos de Hanseníase Diagnosticados nos Anos das Coortes (↑)",NULL
1297,"Número Absoluto de Casos de Sarampo Confirmados (↓)",NULL
1298,"Prevalência de Excesso de Peso em Adultos (↓) ",NULL
1299,"Prevalência de Excesso de Peso para Idade Segundo IMC em Crianças Menores de 5 Anos (↓)",NULL
1300,"iRAPS – Índice da Rede de Atenção Psicossocial (↑)",NULL
1301,"Percentual de Manifestações Queixosas Recebidas no Sistema de Ouvidoria do SUS (↓)",NULL
1302,"Percentual de Execução de Cirurgias Eletivas Ambulatoriais (BPA) (↑)",NULL
1303,"Razão de Consultas de Enfermeiros em Relação as Consultas Médicas (↑)",NULL
1304,"Esperança de Vida ao Nascer (↑)",NULL
1305,"Percentual de Manifestações da Unidade de Saúde Respondidas no Prazo Legal (↑)",NULL
1306,"Proporção de Internações por Condições Sensíveis à Atenção Básica - ICSAB (↓)",NULL
1307,"Percentual de Casos de Doenças/ Agravos/ Eventos de Notificação Compulsória Imediata (DNCI) Investigadas Oportunamente (↑)",NULL
1308,"Taxa de Incidência de Tuberculose Todas as Formas (↓) ",NULL
1309," Número de Saídas Cirúrgicas (↑)",NULL
1310,"Número de Consultas Médicas Ambulatoriais Realizadas (↑)",NULL
1311,"Razão de Mortalidade Materna - RMM (↓)",NULL
1312,"Número de Consultas Multiprofissionais Ambulatoriais Realizadas (↑)",NULL
1313,"Número de Saídas Clínicas (↑)",NULL
1314,"Proporção de Vacinas Selecionadas que Compõem o Calendário Nacional de Vacinação para Crianças Menores de 1 ano de Idade (Pentavalente – 3ª dose, Poliomielite – 3ª dose, Pneumocócica 10-Valente – 2ª dose) e Para Crianças de 1 ano de idade (Tríplice Viral – 1ª dose) – Com Coberturas Vacinais Preconizadas (↑)",NULL
1315,"Taxa de Cobertura do Teste do Pezinho (↑)",NULL
1316,"Cobertura Vacinal de Pentavalente (↑)",NULL
1317,"Percentual de Usuários Referenciados Pós-alta (90 Dias) (↑)",NULL
1318,"Percentual de Partos Cesáreos (↓)",NULL
1319,"Número de Óbitos por Dengue (↓)",NULL
1320,"Proporção de Partos Vaginais (↑)",NULL
1321,"Proporção de Gestantes com Atendimento Odontológico Realizado na Atenção Primária à Saúde. (↑).",NULL
1322," Cobertura Populacional Estimada pela Saúde Bucal na Atenção Básica (↑)",NULL
1323,"Proporção de Municípios com Nota do Indicador Sintético Final (Previne Brasil) Maior ou Igual a 5 (↑)",NULL
1324,"Percentual de Procedimentos em Práticas Integrativas Realizados pelo CREMIC (↑) ",NULL
1325,"Cobertura Vacinal da Pneumocócica 10 Valente (↑)",NULL
1326,"Cobertura da Atenção Primária à Saúde das Equipes Financiadas pelo Ministério da Saúde (↑)",NULL
